RowID	TableID	RhymeSegment	page	row_in_source	raw_text	rhyme_raw	OC_RhymeGroup	tones_raw	rhyme_tokens	tone_tokens	rhyme_numbers	source	alignment_issue	notes	image_refs
ROW_P195_T001_p195_r0031	P195_T001	22	195	30	行、望 陽部 平—去	行、望	陽部	平—去	行 | 望	平 | 去		《爲吏之道》		"{""cells"": [""22"", ""行、望"", ""陽部"", ""平—去"", """"], ""cells_with_img_placeholders"": [""22"", ""行、望"", ""陽部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0032	P195_T001	22	195	31	利、致 脂、質部 去—去	利、致	脂、質部	去—去	利 | 致	去 | 去		《爲吏之道》		"{""cells"": ["""", ""利、致"", ""脂、質部"", ""去—去"", """"], ""cells_with_img_placeholders"": ["""", ""利、致"", ""脂、質部"", ""去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0033	P195_T001	23	195	32	疾、日 質部 入—入	疾、日	質部	入—入	疾 | 日	入 | 入		《爲吏之道》		"{""cells"": [""23"", ""疾、日"", ""質部"", ""入—入"", """"], ""cells_with_img_placeholders"": [""23"", ""疾、日"", ""質部"", ""入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P196_T001_p196_r0001	P196_T001	23	196	1	詐、固 鐸、魚部 去—去	詐、固	鐸、魚部	去—去	詐 | 固	去 | 去		《爲吏之道》		"{""cells"": ["""", ""詐、固"", ""鐸、魚部"", ""去—去"", """"], ""cells_with_img_placeholders"": ["""", ""詐、固"", ""鐸、魚部"", ""去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0002	P196_T001	24	196	2	固、怒、去 魚部 去—去—去		魚部	固、怒、去 去—去—去		固 | 怒 | 去 | 去 | 去 | 去		《爲吏之道》		"{""cells"": [""24"", ""固、怒、去"", ""魚部"", ""去—去—去"", """"], ""cells_with_img_placeholders"": [""24"", ""固、怒、去"", ""魚部"", ""去—去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0003	P196_T001	24	196	3	成、寧、經 耕部 平—平—平	成、寧、經	耕部	平—平—平	成 | 寧 | 經	平 | 平 | 平		《爲吏之道》		"{""cells"": ["""", ""成、寧、經"", ""耕部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": ["""", ""成、寧、經"", ""耕部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0004	P196_T001	25	196	4	行、名 陽、耕部 去—平	行、名	陽、耕部	去—平	行 | 名	去 | 平		《爲吏之道》		"{""cells"": [""25"", ""行、名"", ""陽、耕部"", ""去—平"", """"], ""cells_with_img_placeholders"": [""25"", ""行、名"", ""陽、耕部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0005	P196_T001	25	196	5	告、就 覺、幽部 去—去	告、就	覺、幽部	去—去	告 | 就	去 | 去		《爲吏之道》		"{""cells"": ["""", ""告、就"", ""覺、幽部"", ""去—去"", """"], ""cells_with_img_placeholders"": ["""", ""告、就"", ""覺、幽部"", ""去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0006	P196_T001	26	196	6	追、遺、歸 微部 平—平—平	追、遺、歸	微部	平—平—平	追 | 遺 | 歸	平 | 平 | 平		《爲吏之道》		"{""cells"": [""26"", ""追、遺、歸"", ""微部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""26"", ""追、遺、歸"", ""微部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0007	P196_T001	27	196	7	固、圖、耤、惡 魚、鐸部 去—平—入—去	固、圖、耤、惡	魚、鐸部	去—平—入—去	固 | 圖 | 耤 | 惡	去 | 平 | 入 | 去		《爲吏之道》		"{""cells"": [""27"", ""固、圖、耤、惡"", ""魚、鐸部"", ""去—平—入—去"", """"], ""cells_with_img_placeholders"": [""27"", ""固、圖、耤、惡"", ""魚、鐸部"", ""去—平—入—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0008	P196_T001	28	196	8	人、身、真、親 真部 平—平—平—平	人、身、真、親	真部	平—平—平—平	人 | 身 | 真 | 親	平 | 平 | 平 | 平		《爲吏之道》		"{""cells"": [""28"", ""人、身、真、親"", ""真部"", ""平—平—平—平"", """"], ""cells_with_img_placeholders"": [""28"", ""人、身、真、親"", ""真部"", ""平—平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0009	P196_T001	29	196	9	柄、量、忘、上 陽部 去—去—去—去		陽部	柄、量、忘、上 去—去—去—去		柄 | 量 | 忘 | 上 | 去 | 去 | 去 | 去		《爲吏之道》		"{""cells"": [""29"", ""柄、量、忘、上"", ""陽部"", ""去—去—去—去"", """"], ""cells_with_img_placeholders"": [""29"", ""柄、量、忘、上"", ""陽部"", ""去—去—去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0010	P196_T001	30	196	10	急、級、立、急 緝部 入—入—入—入	急、級、立、急	緝部	入—入—入—入	急 | 級 | 立 | 急	入 | 入 | 入 | 入		《爲吏之道》		"{""cells"": [""30"", ""急、級、立、急"", ""緝部"", ""入—入—入—入"", """"], ""cells_with_img_placeholders"": [""30"", ""急、級、立、急"", ""緝部"", ""入—入—入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0011	P196_T001	31	196	11	能、吏、治、悔 之部 平—去—去—上	能、吏、治、悔	之部	平—去—去—上	能 | 吏 | 治 | 悔	平 | 去 | 去 | 上		《爲吏之道》		"{""cells"": [""31"", ""能、吏、治、悔"", ""之部"", ""平—去—去—上"", """"], ""cells_with_img_placeholders"": [""31"", ""能、吏、治、悔"", ""之部"", ""平—去—去—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0012	P196_T001	32	196	12	義、畸、議、移 歌部 去—平—去—平	義、畸、議、移	歌部	去—平—去—平	義 | 畸 | 議 | 移	去 | 平 | 去 | 平		《爲吏之道》		"{""cells"": [""32"", ""義、畸、議、移"", ""歌部"", ""去—平—去—平"", """"], ""cells_with_img_placeholders"": [""32"", ""義、畸、議、移"", ""歌部"", ""去—平—去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0013	P196_T001	33	196	13	令、政、請、請 耕部 去—去—上—上	令、政、請、請	耕部	去—去—上—上	令 | 政 | 請 | 請	去 | 去 | 上 | 上		《爲吏之道》		"{""cells"": [""33"", ""令、政、請、請"", ""耕部"", ""去—去—上—上"", """"], ""cells_with_img_placeholders"": [""33"", ""令、政、請、請"", ""耕部"", ""去—去—上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0014	P196_T001	34	196	14	方、長、陽 陽部 平—平—平	方、長、陽	陽部	平—平—平	方 | 長 | 陽	平 | 平 | 平		《爲吏之道》		"{""cells"": [""34"", ""方、長、陽"", ""陽部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""34"", ""方、長、陽"", ""陽部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0015	P196_T001	35	196	15	關、言 元部 平—平	關、言	元部	平—平	關 | 言	平 | 平		《爲吏之道》		"{""cells"": [""35"", ""關、言"", ""元部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""35"", ""關、言"", ""元部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0016	P196_T001	35	196	16	幾、追 微部 平—平	幾、追	微部	平—平	幾 | 追	平 | 平		《爲吏之道》		"{""cells"": ["""", ""幾、追"", ""微部"", ""平—平"", """"], ""cells_with_img_placeholders"": ["""", ""幾、追"", ""微部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0017	P196_T001	36	196	17	關、璽 元、脂部 平—上	關、璽	元、脂部	平—上	關 | 璽	平 | 上		《爲吏之道》		"{""cells"": [""36"", ""關、璽"", ""元、脂部"", ""平—上"", """"], ""cells_with_img_placeholders"": [""36"", ""關、璽"", ""元、脂部"", ""平—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0018	P196_T001	36	196	18	發、薛 月部 入—入	發、薛	月部	入—入	發 | 薛	入 | 入		《爲吏之道》		"{""cells"": ["""", ""發、薛"", ""月部"", ""入—入"", """"], ""cells_with_img_placeholders"": ["""", ""發、薛"", ""月部"", ""入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0019	P196_T001	37	196	19	人、人 真部 平—平	人、人	真部	平—平	人 | 人	平 | 平		《爲吏之道》		"{""cells"": [""37"", ""人、人"", ""真部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""37"", ""人、人"", ""真部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0020	P196_T001	38	196	20	弟、死 脂部 平—上 《除》	弟、死	脂部	平—上	弟 | 死	平 | 上		《除》		"{""cells"": [""38"", ""弟、死"", ""脂部"", ""平—上"", ""《除》""], ""cells_with_img_placeholders"": [""38"", ""弟、死"", ""脂部"", ""平—上"", ""《除》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0021	P196_T001	39	196	21	年、成 真、耕部 平—平	年、成	真、耕部	平—平	年 | 成	平 | 平		《除》		"{""cells"": [""39"", ""年、成"", ""真、耕部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""39"", ""年、成"", ""真、耕部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0022	P196_T001	40	196	22	食、得 職部 入—入	食、得	職部	入—入	食 | 得	入 | 入		《除》		"{""cells"": [""40"", ""食、得"", ""職部"", ""入—入"", """"], ""cells_with_img_placeholders"": [""40"", ""食、得"", ""職部"", ""入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0023	P196_T001	41	196	23	光、王 陽部 平—平 《稷辰》	光、王	陽部	平—平	光 | 王	平 | 平		《稷辰》		"{""cells"": [""41"", ""光、王"", ""陽部"", ""平—平"", ""《稷辰》""], ""cells_with_img_placeholders"": [""41"", ""光、王"", ""陽部"", ""平—平"", ""《稷辰》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0024	P196_T001	42	196	24	陽、昌、慶、成 陽、耕部 平—平—去—平	陽、昌、慶、成	陽、耕部	平—平—去—平	陽 | 昌 | 慶 | 成	平 | 平 | 去 | 平		《稷辰》		"{""cells"": [""42"", ""陽、昌、慶、成"", ""陽、耕部"", ""平—平—去—平"", """"], ""cells_with_img_placeholders"": [""42"", ""陽、昌、慶、成"", ""陽、耕部"", ""平—平—去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0025	P196_T001	43	196	25	夫、戰 魚、元部 平—去	夫、戰	魚、元部	平—去	夫 | 戰	平 | 去		《稷辰》		"{""cells"": [""43"", ""夫、戰"", ""魚、元部"", ""平—去"", """"], ""cells_with_img_placeholders"": [""43"", ""夫、戰"", ""魚、元部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0026	P196_T001	43	196	26	昌、勝 陽、蒸部 平—去	昌、勝	陽、蒸部	平—去	昌 | 勝	平 | 去		《稷辰》		"{""cells"": ["""", ""昌、勝"", ""陽、蒸部"", ""平—去"", """"], ""cells_with_img_placeholders"": ["""", ""昌、勝"", ""陽、蒸部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0027	P196_T001	44	196	27	陽、行 陽部 平—平	陽、行	陽部	平—平	陽 | 行	平 | 平		《稷辰》		"{""cells"": [""44"", ""陽、行"", ""陽部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""44"", ""陽、行"", ""陽部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0028	P196_T001	45	196	28	夫、如、昌 魚、陽部 平—平—平	夫、如、昌	魚、陽部	平—平—平	夫 | 如 | 昌	平 | 平 | 平		《稷辰》		"{""cells"": [""45"", ""夫、如、昌"", ""魚、陽部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""45"", ""夫、如、昌"", ""魚、陽部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0029	P196_T001	46	196	29	逆、央 鐸、陽部 入—平	逆、央	鐸、陽部	入—平	逆 | 央	入 | 平		《稷辰》		"{""cells"": [""46"", ""逆、央"", ""鐸、陽部"", ""入—平"", """"], ""cells_with_img_placeholders"": [""46"", ""逆、央"", ""鐸、陽部"", ""入—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0030	P196_T001	47	196	30	、 、合 月、緝部 去—去—入	、 、合	月、緝部	去—去—入	合	去 | 去 | 入		《稷辰》	1	"{""cells"": [""47"", ""、 、合"", ""月、緝部"", ""去—去—入"", """"], ""cells_with_img_placeholders"": [""47"", ""、 、合"", ""月、緝部"", ""去—去—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[]], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0031	P196_T001	48	196	31	陽、慶 陽部 平—去	陽、慶	陽部	平—去	陽 | 慶	平 | 去		《稷辰》		"{""cells"": [""48"", ""陽、慶"", ""陽部"", ""平—去"", """"], ""cells_with_img_placeholders"": [""48"", ""陽、慶"", ""陽部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0032	P196_T001	49	196	32	徹、伐、逆 月、鐸部 入—入—入	徹、伐、逆	月、鐸部	入—入—入	徹 | 伐 | 逆	入 | 入 | 入		《稷辰》		"{""cells"": [""49"", ""徹、伐、逆"", ""月、鐸部"", ""入—入—入"", """"], ""cells_with_img_placeholders"": [""49"", ""徹、伐、逆"", ""月、鐸部"", ""入—入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0033	P196_T001	50	196	33	結、入 質、緝部 入—入		質、緝部	結、入 入—入		結 | 入 | 入 | 入		《稷辰》		"{""cells"": [""50"", ""結、入"", ""質、緝部"", ""入—入"", """"], ""cells_with_img_placeholders"": [""50"", ""結、入"", ""質、緝部"", ""入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0034	P196_T001	51	196	34	方、羊、亡、英、 鄉 陽部 平—平—平— 平—平 《歲》	"方、羊、亡、英、
鄉"	陽部	"平—平—平—
平—平"	方 | 羊 | 亡 | 英 | 鄉	平 | 平 | 平 | 平 | 平		《歲》		"{""cells"": [""51"", ""方、羊、亡、英、\n鄉"", ""陽部"", ""平—平—平—\n平—平"", ""《歲》""], ""cells_with_img_placeholders"": [""51"", ""方、羊、亡、英、\n鄉"", ""陽部"", ""平—平—平—\n平—平"", ""《歲》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
ROW_P196_T001_p196_r0035	P196_T001	52	196	35	喪、英、亡、英 陽部 平—平—平—平 《十二支忌》	喪、英、亡、英	陽部	平—平—平—平	喪 | 英 | 亡 | 英	平 | 平 | 平 | 平		《十二支忌》		"{""cells"": [""52"", ""喪、英、亡、英"", ""陽部"", ""平—平—平—平"", ""《十二支忌》""], ""cells_with_img_placeholders"": [""52"", ""喪、英、亡、英"", ""陽部"", ""平—平—平—平"", ""《十二支忌》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p196_001,IMG_p196_002
